countryName,eprtrSectorName,EPRTRAnnexIMainActivityLabel,FacilityInspireID,facilityName,City,pollutant,min_temp,DAY WITH FOGS,EPRTRSectorCode
4,8,58,437,7039,2615,2,8.219447633480964,1,5
28,2,64,1854,5025,4098,0,13.88210336552768,2,5
22,2,64,4548,2629,3608,0,10.991820342874911,1,5
4,2,64,424,2610,2326,0,11.727444698766366,2,5
7,2,64,1043,2697,2994,1,11.612222401839258,2,5
10,8,58,789,7810,3037,2,11.999260091336104,1,5
9,8,35,2523,6045,4651,1,18.95378480032577,2,5
28,3,37,1225,7441,2042,2,20.33420227639693,2,5
1,7,53,6412,205,1669,0,13.482424362154104,1,5
9,6,26,2454,2841,4357,1,19.66623108593324,2,5
7,2,64,1037,7528,2078,0,7.720477196268374,2,5
31,2,60,6134,3590,1718,1,7.3895433230354195,13,5
10,7,22,7087,4730,4064,1,12.03422617889226,2,5
9,2,64,2400,7300,3745,0,21.001434425336985,0,5
10,2,64,6907,5536,1407,0,17.39852419554208,0,5
31,8,55,5928,682,4828,1,17.04047143498088,18,5
23,6,26,4950,1270,926,1,8.22066507731517,0,5
10,4,42,6848,3164,1412,0,11.78724017871501,0,5
10,8,35,6471,3536,3732,1,15.032421504219704,0,5
29,4,51,5321,3960,2571,1,16.875789178470864,0,5
1,0,66,185,618,3107,1,13.727181681922165,2,5
5,7,53,564,479,3190,1,13.164119951341512,2,5
1,1,6,6404,4183,244,1,15.949675622463856,0,5
15,4,42,3292,7505,3260,0,5.390648716567519,0,5
9,1,7,2252,7344,1595,2,7.718000187738506,0,5
23,6,25,4893,1320,4977,2,22.31540992736613,1,5
15,4,42,3620,672,350,0,9.36468047792764,2,5
31,8,58,5833,5186,1105,2,14.612148926755795,13,5
2,8,33,325,5631,4204,2,20.097547780184613,0,5
23,8,58,4878,1344,4669,2,15.508136412058668,0,5
14,3,36,3132,4660,1021,2,5.9005146378974525,0,5
10,4,42,7135,2533,4344,1,15.199005375724376,0,5
31,1,0,5839,790,579,1,3.293641216371124,9,5
0,2,64,41,6471,4076,1,9.33722108554056,0,5
10,8,58,6546,2147,486,2,20.30703550454709,0,5
31,8,58,2834,1814,502,2,20.369644688861857,11,5
15,3,38,3522,6218,3841,2,7.867954370522213,0,5
17,4,49,4080,48,2995,1,18.103046056127614,1,5
31,7,59,6063,5321,3316,0,13.835437265399529,1,5
31,2,64,6181,4771,3407,0,3.043286068603658,4,5
15,2,64,3313,45,881,1,6.915317107172022,0,5
0,6,25,25,4550,1550,1,11.087218553273516,2,5
14,2,64,3153,2619,3155,0,19.719051465172587,2,5
10,6,25,7124,6725,2084,0,14.566542540982269,0,5
9,1,3,2273,140,2972,0,4.9729577126925815,0,5
31,6,25,5671,4723,377,0,13.99799624584853,16,5
31,2,64,6069,6269,2866,1,16.14354027141571,18,5
8,6,25,6248,4641,2265,0,22.33353482516277,1,5
0,8,55,53,7669,4902,1,18.768150060023707,0,5
11,4,50,1072,3296,3319,0,15.337290541178731,0,5
10,2,64,799,3255,2501,1,18.25547799814673,1,5
15,4,40,3875,3538,2645,0,14.676951146445289,0,5
24,8,58,5104,5968,2005,2,16.751531674152925,0,5
31,2,64,5526,1576,8,0,12.56210785736961,3,5
10,2,64,6868,7672,4949,0,18.041538686613904,2,5
10,1,12,7054,603,2559,2,2.1224025063324854,1,5
28,0,66,1146,5507,347,0,3.617434140798252,0,5
9,8,58,2415,684,3285,2,2.3820211560305777,2,5
28,2,64,1721,171,3692,0,18.38783326185887,1,5
1,1,12,201,642,4853,1,3.544357442037189,0,5
28,2,64,1607,6100,4347,1,14.708258200363089,2,5
28,2,64,1661,2851,3516,0,16.488589241770224,0,5
15,7,53,3406,7132,1128,1,11.712882555227884,1,5
12,3,36,3084,1816,4218,2,11.488585485978373,1,5
15,1,6,3503,7600,4637,0,20.001907603355463,1,5
28,2,64,1854,5025,4098,1,9.183786555877044,2,5
1,2,64,6400,5525,5011,1,15.810737185240546,0,5
9,4,51,2457,1238,857,1,10.264945203080128,1,5
30,8,35,377,2496,5014,1,16.577044450888245,1,5
10,2,60,6523,4471,2142,1,13.815498205162587,2,5
15,4,50,3482,1028,4646,0,12.43983742842644,0,5
24,8,58,5109,5600,722,2,16.03633111813437,1,5
6,8,35,1010,6958,2216,0,21.655411071581163,2,5
0,2,64,57,1739,2438,1,14.758350463976932,1,5
29,6,26,5402,2225,5041,0,6.322201540257168,0,5
13,8,58,3243,4843,4103,2,17.279465386197156,1,5
10,2,60,6593,612,4801,1,20.65074279077056,0,5
10,2,64,6625,4714,3087,0,14.3149047862981,1,5
10,2,64,7081,7534,1392,0,19.333996245610823,2,5
10,8,58,647,2077,2224,2,19.43247418388247,2,5
15,2,64,3261,7024,886,1,20.25981578393576,2,5
31,2,64,5541,2960,8,2,17.064784852021813,10,5
22,8,58,4730,3445,3717,2,15.94901782033848,1,5
11,2,64,1080,3301,4385,1,12.31122179902932,1,5
31,2,64,6180,339,4886,2,15.988056761593404,6,5
15,2,64,3306,7974,3883,1,18.251046282289145,0,5
22,2,64,4665,5060,4323,0,17.124784051442905,1,5
9,8,55,2102,6374,3592,0,18.978284344739272,2,5
9,7,22,2223,5176,4706,2,22.79919600779209,1,5
31,2,64,5560,4509,8,1,11.699914757289664,8,5
10,1,6,6864,5014,3138,1,11.978837839604337,1,5
2,2,64,286,836,5090,1,5.292870329698848,1,5
10,2,64,7093,3141,4064,1,15.844738284126064,1,5
20,3,36,4334,881,4216,2,16.935966869970905,2,5
31,2,64,5540,2664,8,0,5.769525291628058,17,5
9,8,35,2581,7267,3889,1,5.661629282861012,0,5
28,4,51,1524,1963,464,0,20.000571793844102,1,5
31,2,64,5510,459,8,2,16.76455029048291,8,5
10,1,12,7040,2779,4943,0,18.60684871208888,0,5
31,8,58,5638,5678,4831,2,10.532935229880986,15,5
1,2,60,6386,3126,244,1,8.824654791976542,0,5
9,8,58,2187,2319,4740,2,9.903969486156084,0,5
8,8,58,6336,5699,3458,2,11.915448736124386,1,5
0,2,60,20,4940,4126,1,19.3375922192958,2,5
15,2,64,3869,186,3557,0,9.110936055209944,2,5
10,4,69,6955,5413,2006,1,6.23339193734228,0,5
31,1,6,5922,3452,1825,1,9.720343815506109,8,5
27,8,58,5467,6180,2815,2,19.01015476613013,0,5
28,2,64,1216,1392,3217,1,2.9361691561922383,2,5
10,2,64,722,2293,1240,1,22.66847579748101,2,5
13,7,27,3241,408,1516,1,7.714874777203171,2,5
10,2,64,6661,7960,632,0,8.395645600800012,2,5
28,8,58,1647,7479,3563,2,11.945362846167471,0,5
31,8,58,2967,3139,620,2,12.726895871622286,2,5
10,8,35,6556,4498,2806,0,17.254796308428634,1,5
15,3,38,3579,579,2692,2,15.230149364842228,2,5
22,2,64,4634,2638,1749,1,9.7003275170124,1,5
30,8,70,396,7929,1904,2,20.01023872861896,2,5
15,4,49,3760,1029,2587,1,15.012176152500912,1,5
6,2,64,903,6907,2286,0,13.651961578411846,1,5
28,2,64,1132,941,2614,1,8.743082837212581,1,5
20,1,0,4194,398,618,1,20.527491318931062,2,5
11,2,64,1085,5135,2969,0,6.9592983551508745,0,5
5,2,64,559,2728,3190,0,13.907784695740244,0,5
9,8,35,2487,2539,1485,1,20.15166876205032,2,5
11,4,50,1071,7029,1341,1,15.754118991262269,1,5
22,2,64,4699,2439,3463,0,11.265841380687972,2,5
29,1,19,5380,7787,2273,0,16.186937227161483,2,5
29,6,26,5295,6644,3954,1,6.60459097159448,0,5
10,4,42,6911,6460,4281,0,19.82089173334713,2,5
29,8,35,5346,6927,1761,0,20.625266630174227,0,5
20,3,38,4327,939,3642,2,17.41679701593635,0,5
9,2,64,2531,1233,3225,0,15.899189985874331,1,5
15,3,36,3622,6205,2617,2,15.524565235361967,1,5
28,3,37,1300,3076,738,2,7.523370819280713,0,5
31,2,60,5616,2898,1852,1,15.413508891583543,5,5
28,7,53,1441,219,1612,1,3.018581373900437,1,5
10,2,64,640,6791,1254,1,6.873925484078119,0,5
22,4,61,4560,4160,2840,1,12.963731560060197,0,5
28,2,64,1801,3042,2688,1,16.352170155981867,0,5
11,8,58,1096,6491,2307,2,11.5342002708835,0,5
11,2,64,1084,5148,2111,0,17.797611077778758,1,5
5,2,64,565,2658,2119,0,6.569370228818383,1,5
31,8,58,5859,7786,634,2,14.577159101045902,3,5
15,1,6,3503,7600,4637,1,7.219897777363,0,5
28,4,42,1173,2885,2686,0,3.390050520163717,2,5
28,4,61,1718,5038,3363,0,8.368565331758672,1,5
5,2,64,567,76,1049,0,9.750865149070409,1,5
10,8,35,6811,2542,2439,0,15.22383852737576,1,5
28,8,58,1723,7332,705,2,16.872500617155644,1,5
9,8,58,2348,3638,1153,2,10.20713980271415,2,5
30,7,31,345,2281,5014,1,16.688460821757207,1,5
9,8,35,2534,7025,3779,0,17.575903605257544,0,5
29,7,53,5386,5007,276,1,15.43596422427158,0,5
30,7,28,366,7972,1048,2,6.040729419622937,2,5
22,2,64,4697,1708,3610,1,16.85227629388802,2,5
10,8,35,6626,6975,1217,1,7.1942922654477135,0,5
15,4,42,3354,4887,266,0,6.319140090311572,0,5
28,4,42,1320,5782,158,1,13.581173902083789,1,5
31,8,58,2766,3523,372,0,22.03934830767217,8,5
10,2,64,6482,3377,1102,0,5.696648150125573,1,5
10,8,35,6687,4460,2149,0,16.075486005399927,2,5
10,8,55,6786,6828,2448,1,10.54497238564747,2,5
22,6,26,4498,4642,5063,1,12.03398286312342,1,5
10,0,66,7148,5244,2279,1,22.07270535875844,1,5
9,8,58,2041,6408,3806,2,11.552944684118138,1,5
31,2,64,5974,3214,1623,0,9.081208560559167,16,5
11,1,19,1095,4731,2098,1,12.203570324491556,2,5
29,6,26,5385,6870,407,0,18.5568088071838,0,5
15,2,64,4053,1112,2656,0,8.757137030359178,0,5
24,4,49,5099,5893,1924,0,17.173232676711,1,5
28,4,42,1184,1198,2983,0,5.82106026500883,1,5
29,2,64,5352,5729,1768,1,18.0884592756502,1,5
31,1,0,5844,3215,1783,1,6.069735177676416,10,5
10,8,55,6541,6529,1928,0,17.353176129266764,2,5
10,2,64,6483,4195,4236,0,4.1647495217021415,0,5
15,4,69,3854,1650,960,0,7.908631987090113,2,5
31,0,67,5949,4796,2956,1,10.214368519375215,19,5
14,6,25,3094,4551,4497,0,15.652323805436009,2,5
22,2,64,4844,4915,3385,0,14.86056262795178,2,5
31,8,58,5686,3846,1464,2,22.414625316910914,18,5
30,7,28,346,7980,1191,2,16.002701687933545,2,5
31,2,64,5520,869,8,2,7.806068039689263,18,5
10,7,28,6584,5618,4551,0,16.504562584906846,1,5
9,2,64,2214,25,320,1,8.108398823439474,2,5
4,8,33,429,4420,2326,2,15.20204811887336,2,5
10,2,60,687,7732,4914,1,11.07259254088904,0,5
29,7,27,5410,5737,3951,1,14.826442729228132,1,5
29,2,64,5304,7647,1409,1,15.181296107188077,0,5
24,4,69,5218,2553,3252,2,18.188679239793448,0,5
9,2,64,2063,2352,2416,0,10.679035144616147,1,5
22,2,64,4544,2413,3604,1,18.74018273530658,0,5
30,0,68,400,1808,4488,0,13.617863577005966,1,5
31,8,58,5826,6844,4276,0,17.272146905471473,17,5
28,4,49,1345,2795,2644,0,19.34232479259077,2,5
28,8,58,1248,7498,303,2,15.940888707675054,0,5
24,2,64,5020,6359,4538,0,11.840389043248129,2,5
11,2,64,1082,5132,2968,1,21.975944274041165,1,5
4,3,36,432,7821,2351,2,4.4454054079857865,1,5
2,8,58,318,2043,2039,2,16.628530539997165,0,5
30,4,49,354,3877,1096,0,18.018476636110524,1,5
1,8,35,6425,3624,1353,1,17.275996357906585,2,5
28,7,53,1441,219,1612,1,11.575897348616545,0,5
28,2,64,1447,1083,2669,0,4.416535389451594,1,5
28,6,26,1399,2798,2725,0,6.679902143506283,2,5
2,4,49,292,7535,1215,0,11.068628005616109,0,5
31,8,58,5741,5674,1038,1,6.448641198545406,16,5
29,8,35,5297,846,4598,0,7.432320434944247,2,5
10,1,57,7041,838,2022,1,16.055367241529407,2,5
24,8,58,5079,1862,2960,2,10.088961559421085,0,5
12,3,36,3084,1816,4218,2,20.39023280293108,2,5
20,2,64,4256,4845,1893,1,8.634513479496551,1,5
6,2,64,1007,454,2284,1,10.67677645597382,0,5
28,2,64,1763,1098,3347,0,5.122320961091115,1,5
9,4,49,2057,1365,477,0,6.22380544362634,1,5
31,2,64,5555,4023,8,0,13.691429280888045,3,5
9,4,49,2057,1365,477,1,3.6064522546535582,1,5
10,2,64,6499,7559,558,0,13.227444995624252,0,5
9,2,64,2118,1123,4001,0,17.061622185790814,2,5
7,2,64,1023,463,2535,0,16.33834205273255,0,5
22,2,64,4544,2413,3604,0,20.084558010549525,1,5
5,2,64,467,2656,1919,1,13.721606817439262,0,5
30,2,64,408,3733,526,0,13.40039264569866,0,5
20,8,58,4306,375,1235,2,21.89663577388302,2,5
10,2,64,7152,7946,588,1,11.77715478853072,1,5
31,2,60,5597,7196,3053,0,8.667746757982304,9,5
24,1,19,5187,5900,4446,1,14.418545845778349,1,5
22,2,64,4581,6967,4530,0,7.192722293984327,1,5
11,2,64,1057,5146,2090,0,13.0640344151824,1,5
10,2,64,6755,3251,3010,1,17.352546587210053,2,5
8,2,64,6229,3393,1889,0,9.8727288195402,1,5
9,4,42,2385,4930,1585,0,17.176349319834163,2,5
15,4,50,3259,3820,904,0,10.63606608670394,0,5
15,7,47,3303,5327,3326,1,11.139364462029173,2,5
10,2,60,6927,6567,4883,0,18.52004888058981,2,5
31,2,64,5509,458,8,1,16.260070587158154,6,5
9,2,64,2506,5770,2701,0,18.996748755967296,2,5
9,2,64,2401,7047,4414,1,13.224608118481374,2,5
23,2,64,4915,1278,2651,0,2.3261137145921653,1,5
1,2,60,6408,7060,244,1,10.8987562815139,2,5
15,3,38,3456,6225,1161,2,1.8325344702861028,1,5
10,2,21,6846,5361,1254,1,13.062096863474943,0,5
24,8,58,5082,5440,3887,2,5.086188984491109,0,5
15,8,58,3265,2211,3576,0,12.755456422309097,0,5
31,2,64,6181,4771,3407,1,23.16572377478184,17,5
31,8,58,5686,3846,1464,2,5.268375104892104,7,5
29,4,50,5362,1607,3956,1,9.501279120753289,2,5
10,2,60,747,610,2023,1,5.633064157802937,1,5
31,1,6,5937,7769,425,0,22.97601430087656,8,5
15,1,6,3804,7600,3338,0,16.146847660635196,1,5
15,8,35,3773,7000,3330,0,19.47967876210561,2,5
2,6,26,229,1601,5126,0,14.801291035935064,0,5
31,2,64,5601,3206,3571,2,17.123146154958903,1,5
22,2,64,4740,2643,2221,1,3.2829110053550608,2,5
10,2,60,6602,611,3023,1,18.07036558802533,0,5
10,1,4,6770,449,4249,1,12.376779241339008,1,5
1,2,60,6408,7060,244,1,24.08612530157809,1,5
9,6,26,2147,5778,4639,1,18.940210422861423,1,5
24,2,64,5190,5458,1162,1,5.671052422176808,0,5
9,4,42,2578,7459,963,0,13.731962930559789,1,5
14,8,58,3193,2172,2836,2,4.864364770076524,2,5
11,2,60,1062,3285,144,0,14.541338611972613,2,5
9,8,58,2089,6372,3974,2,18.597981753295763,0,5
15,2,64,4033,6995,819,0,13.237090267848531,0,5
8,8,58,6322,4387,3614,2,5.740889806083401,0,5
31,2,64,5541,2960,8,1,20.897802031885504,1,5
22,2,64,4584,7874,2290,0,13.324173373376016,1,5
15,2,64,3730,3552,3857,1,15.69267191862237,1,5
20,2,64,4257,3151,4788,2,15.925606524318288,1,5
20,2,64,4275,2036,1504,1,15.731925920466937,1,5
10,2,64,6682,2545,3157,0,14.81280766901448,2,5
28,4,42,1256,2994,197,0,2.000005857195453,1,5
22,8,58,4776,5461,4460,2,10.18703456485758,2,5
28,0,65,1768,1481,1003,1,18.72565404161394,0,5
28,3,39,1699,2385,73,2,10.527615774153588,2,5
15,4,50,3400,7289,4611,1,14.0303294319583,0,5
14,2,64,3140,6918,1249,1,11.8964288186368,2,5
9,2,64,2542,6086,2598,1,16.245969963251852,1,5
23,2,64,4942,1266,1500,0,17.679482085293667,2,5
31,4,61,2837,5209,586,0,8.442313181729906,10,5
9,8,58,2176,1491,3756,2,7.982085072583133,2,5
15,4,50,4025,6312,4055,0,9.980789534139234,0,5
10,8,58,6706,2081,4904,2,12.739399952332873,1,5
1,2,64,6400,5525,5011,0,10.045258472682,0,5
22,2,64,4535,2445,3123,1,10.009309442048828,1,5
10,2,64,6582,3785,672,0,16.314817579110535,1,5
6,2,64,947,3268,2285,0,12.912318217220886,1,5
20,8,55,4190,293,618,0,14.180460726961137,0,5
28,2,64,1676,1437,3346,0,3.608232739563992,2,5
10,6,26,810,7890,253,0,13.29766033279407,2,5
23,2,64,4979,6277,3930,1,13.048281414642815,0,5
1,4,49,165,3319,3089,1,21.98743197730264,2,5
1,2,64,6445,2863,646,0,16.58421308009106,2,5
15,7,59,3436,169,435,1,7.3149393417808035,2,5
10,8,35,6532,2375,1406,1,15.365629859154026,0,5
31,8,58,5708,833,3552,0,6.68140710291785,19,5
9,2,64,2469,2341,2634,2,18.19699002710925,0,5
15,3,36,3335,6197,3901,2,7.847045654143255,0,5
31,2,64,6140,3209,1718,0,8.635989649599718,4,5
31,2,64,5506,401,8,0,16.684031436146483,15,5
28,8,58,1329,1440,3362,2,13.300190525138731,0,5
14,4,49,3108,5392,1021,0,13.65681268043689,2,5
29,6,26,5417,6669,3273,0,5.938617554690032,1,5
6,2,64,1005,4817,4798,0,20.243150099430306,2,5
28,4,42,1909,4912,42,0,11.49203275564569,0,5
10,6,25,6633,1989,258,0,20.12639780765664,1,5
2,8,58,277,4282,5135,2,6.677233761878131,0,5
28,8,58,1322,1400,1581,2,15.629016033760626,0,5
9,6,26,2303,2427,3797,1,8.331152416807258,2,5
24,4,51,5072,1511,2652,0,17.312315527283772,2,5
1,0,66,6435,6985,169,1,20.647622645590783,2,5
29,2,64,5286,7643,4044,1,16.939327402902133,0,5
28,1,12,1160,6416,2903,0,16.057209815497888,2,5
1,4,49,166,1000,106,0,7.777569407624037,1,5
24,2,64,5194,5915,3173,0,15.479365007494447,2,5
10,0,66,6804,4827,4576,0,12.15824102548985,2,5
10,4,42,6637,3165,2536,0,1.7029616352953676,0,5
15,3,38,3927,118,767,2,9.350479906461825,0,5
10,1,4,6770,449,4249,0,19.116207103767263,2,5
22,7,53,4722,3473,5054,0,8.922340958237085,0,5
31,2,64,5565,4687,8,2,16.260986764679622,17,5
24,3,36,5155,5898,4101,2,17.480969229921108,1,5
22,4,69,4828,4074,2838,2,8.869262750082461,2,5
1,7,53,131,226,3129,2,6.576416404417714,1,5
14,3,36,3132,4660,1021,2,12.896330985404797,2,5
24,2,64,5020,6359,4538,1,12.494811003421423,2,5
9,8,58,2629,6144,38,2,23.606899474137407,0,5
9,8,58,2100,6443,3755,2,12.774026923969776,1,5
31,8,55,5758,7754,4937,0,6.170922075846621,2,5
10,8,58,7109,6285,1245,2,15.845646277851312,2,5
12,2,64,3038,912,663,1,14.21318122945986,1,5
31,2,64,6026,2018,3571,0,15.640076243398616,10,5
31,8,58,5824,849,1144,2,19.15828048192224,4,5
22,2,64,4629,7877,4545,0,12.065282053794668,0,5
22,2,64,4643,4919,2055,2,9.02690138635726,0,5
23,8,58,4869,527,2785,2,19.1107527552136,0,5
30,2,64,415,3731,526,0,12.199737927129592,0,5
11,2,64,1084,5148,2111,0,16.351237385465204,1,5
31,2,64,6045,1764,1090,0,23.65260348484698,15,5
9,4,49,2304,7346,2721,1,12.861553572176875,2,5
11,4,50,2972,7027,1290,1,10.338142861723618,0,5
31,8,34,5994,3871,2348,0,12.188596041149946,11,5
5,2,64,530,8004,1941,0,10.526664885186412,2,5
10,2,64,6714,4512,1533,1,15.701886786704163,0,5
9,8,58,2047,3658,891,2,16.69099817941472,1,5
31,8,58,5748,2909,1507,2,16.055305064587596,2,5
9,4,42,1996,207,130,0,18.467610551157524,1,5
14,8,58,3189,4000,4892,2,18.088184070431915,0,5
31,8,58,6156,2930,1118,2,18.953349036356016,19,5
31,2,64,2753,7619,8,2,15.750937571534386,5,5
15,2,64,3809,44,3828,0,3.7341723461827248,1,5
6,8,35,925,2726,1404,0,22.374094882746363,1,5
10,8,58,680,7913,4917,2,17.800496797315642,2,5
28,2,64,1349,2289,3350,1,16.466575082977787,2,5
15,2,64,3377,3808,4443,1,6.0648464528107695,1,5
5,6,25,493,3932,2066,0,18.75764948615931,0,5
12,0,66,3021,915,2826,0,11.06756959136393,2,5
9,2,64,2673,2336,4840,1,14.4732373629477,0,5
10,1,14,7111,2240,689,1,15.227988480740294,1,5
28,0,66,1836,167,59,0,10.853663194793649,0,5
24,4,51,5060,5936,995,1,15.16731218567153,2,5
5,2,64,509,7144,3505,1,17.868905404233338,2,5
31,7,53,6072,7205,1002,0,8.184675457808524,6,5
28,4,42,1850,7521,1097,0,14.805013145856318,2,5
10,4,42,644,4874,179,0,15.89336673984431,0,5
6,8,58,868,4611,3729,2,8.590110454127892,1,5
4,4,49,439,7430,2712,0,9.781295365078162,2,5
10,8,55,6906,1823,2504,0,20.636310289499853,0,5
15,4,30,3585,1412,1459,0,18.14093170374669,0,5
9,4,42,2168,7449,835,0,16.188403506436845,2,5
14,3,36,3126,5227,2545,2,18.96320192590232,2,5
10,7,27,7017,560,2580,0,15.128362132624224,2,5
14,8,58,3192,6530,2890,2,14.529140522993949,1,5
31,2,64,5952,3999,1978,1,7.034822794012038,10,5
30,5,48,388,3546,390,0,19.093629085219103,0,5
20,2,64,4259,7228,1893,0,19.9033225085678,1,5
31,5,56,2953,455,638,0,12.04323495055854,4,5
10,8,58,7171,2092,1744,2,11.87755060446791,1,5
24,1,5,5058,7359,3669,1,18.23980064115749,1,5
9,6,26,2454,2841,4357,0,18.92830542068902,2,5
28,5,56,1593,592,1289,0,17.576054109629347,1,5
31,2,64,5519,868,8,1,3.7442004643034017,10,5
20,2,64,4237,5526,2880,1,23.24056754574584,1,5
20,2,29,4145,4855,1833,0,16.60067427311258,1,5
15,4,49,3258,1020,1639,1,11.752576220064611,0,5
24,2,64,5040,7443,1929,1,13.497942992090412,1,5
9,8,58,2373,3683,1467,2,21.383524250338127,2,5
15,4,50,3276,6313,2946,0,22.339989950182265,2,5
10,2,64,6890,3160,4800,1,11.722500696012045,2,5
31,2,64,5572,5259,8,1,3.920212687833013,9,5
9,8,58,2439,3644,65,2,24.04371137742419,2,5
15,2,64,3501,2587,4637,0,11.765631782992015,2,5
1,4,51,167,980,2698,1,19.41191765677077,2,5
9,2,64,2530,1504,3225,0,24.38087778995849,1,5
29,6,26,5373,391,262,1,10.106941510658872,2,5
10,8,58,6566,2121,2936,2,15.568520861188546,0,5
5,2,64,566,2659,2119,0,20.065219219271818,0,5
5,7,44,523,6684,2194,0,6.248668847721842,0,5
31,8,35,5882,2574,2973,0,20.056879529998653,3,5
29,2,64,5296,847,4563,1,15.350860215658347,0,5
15,1,6,3822,6775,3899,1,3.292515029898708,2,5
10,2,64,7043,6425,2125,0,3.939819215384484,0,5
5,4,42,468,7507,2270,0,22.779576662835325,1,5
9,8,35,2407,268,333,1,23.081536892547568,0,5
10,8,35,6883,4115,2133,1,16.612278585895453,1,5
30,4,49,352,3425,4595,0,20.40979186364892,1,5
10,8,58,6969,3894,1912,2,22.883067232820533,1,5
22,2,64,4548,2629,3608,0,21.035277440823947,1,5
31,4,42,6113,758,3694,0,14.243370781749412,4,5
31,2,64,5554,3873,8,0,12.857456575862187,10,5
8,8,58,6327,4313,4605,2,8.575365727666528,2,5
31,8,33,5705,3838,1464,0,13.078178212058264,2,5
28,7,53,1813,34,2048,1,7.448625985969285,2,5
28,4,49,1240,1030,3131,1,8.064878367220276,1,5
10,2,64,6877,5540,1729,0,11.126295528028578,1,5
31,2,64,5537,2270,8,0,21.547904950790773,8,5
14,8,58,3195,5582,1095,2,5.933346619469278,1,5
10,0,66,6931,5242,1424,0,7.022214031813826,1,5
8,2,64,6288,4575,5029,0,12.22458471876515,1,5
31,2,64,5574,5615,8,0,13.559187596681436,8,5
10,2,64,7098,3386,1036,1,5.865738892190088,2,5
15,2,64,3260,1657,904,1,12.34275700084176,0,5
31,4,42,6143,4903,216,1,20.961010250534603,17,5
31,2,60,6179,6451,3407,0,10.075252916252031,2,5
5,2,64,575,2652,4822,1,11.97015857582946,1,5
10,6,25,6522,6860,2142,1,12.114162508424766,1,5
6,0,67,877,4815,2992,1,8.978803844345107,0,5
22,6,25,4569,6335,1121,0,22.03659507212483,2,5
9,8,58,2092,6380,846,2,11.878909016658657,2,5
31,8,58,6043,1701,4944,2,22.31589340180625,11,5
22,6,25,4648,3933,4324,1,8.350152770149231,2,5
22,1,0,4694,5000,2059,1,18.63018324306288,1,5
14,3,36,3110,4196,1095,2,14.393952619612012,2,5
31,8,58,6166,552,1064,2,11.077212670650232,13,5
15,4,50,4031,1616,1330,1,5.439151132907176,0,5
9,8,58,2573,3672,3546,2,15.594570967003971,0,5
24,2,60,5084,4941,5016,1,9.034379439820237,1,5
8,6,26,6260,7320,3420,0,13.96141437998186,2,5
22,4,50,4597,3241,3636,1,3.0946079994162585,1,5
10,4,69,6726,7698,1899,1,17.81937074709718,1,5
5,4,42,579,7988,4475,0,19.34004848960976,0,5
8,2,60,6264,4781,3458,0,8.439940809653407,0,5
10,6,25,636,5203,195,1,12.720751735098776,2,5
